X,Y,Function,Counts,Total_Time,Time_per_count
2000,3281,GS_PRE_CON,21,1.271844000e+00,6.056400000e-02
2000,3281,PCG,1,2.538703000e+00,2.538703000e+00
2000,3937,GRID_C_R,9,1.420290000e-01,1.578100000e-02
2000,3937,FILL_FUNC,2,4.149850000e-01,2.074925000e-01
2000,3937,RAND,2,1.408770000e-01,7.043850000e-02
2000,3937,AXPBY,128,1.447970000e+00,1.131226563e-02
2000,3937,DOT_PRODUCT,109,1.067466000e+00,9.793266055e-03
2000,3937,APPLY_STENCIL,45,5.080430000e-01,1.128984444e-02
2000,3937,GRID,2,5.206200000e-02,2.603100000e-02
2000,3937,CG,1,1.126700000e+00,1.126700000e+00
2000,3937,GS_PRE_CON,21,1.525994000e+00,7.266638095e-02
2000,3937,PCG,1,3.105663000e+00,3.105663000e+00
2000,4725,GRID_C_R,9,1.701120000e-01,1.890133333e-02
2000,4725,FILL_FUNC,2,4.971620000e-01,2.485810000e-01
2000,4725,RAND,2,1.691440000e-01,8.457200000e-02
2000,4725,AXPBY,128,1.704364000e+00,1.331534375e-02
2000,4725,DOT_PRODUCT,109,1.272283000e+00,1.167232110e-02
2000,4725,APPLY_STENCIL,45,6.003610000e-01,1.334135556e-02
2000,4725,GRID,2,6.316600000e-02,3.158300000e-02
2000,4725,CG,1,1.337492000e+00,1.337492000e+00
2000,4725,GS_PRE_CON,21,1.831996000e+00,8.723790476e-02
2000,4725,PCG,1,3.694114000e+00,3.694114000e+00
2000,5670,GRID_C_R,9,2.029600000e-01,2.255111111e-02
2000,5670,FILL_FUNC,2,5.966750000e-01,2.983375000e-01
2000,5670,RAND,2,2.025810000e-01,1.012905000e-01
2000,5670,AXPBY,128,2.014092000e+00,1.573509375e-02
2000,5670,DOT_PRODUCT,109,1.500714000e+00,1.376801835e-02
2000,5670,APPLY_STENCIL,45,7.086230000e-01,1.574717778e-02
2000,5670,GRID,2,7.099600000e-02,3.549800000e-02
2000,5670,CG,1,1.610488000e+00,1.610488000e+00
2000,5670,GS_PRE_CON,21,2.198556000e+00,1.046931429e-01
2000,5670,PCG,1,4.365079000e+00,4.365079000e+00
2000,6804,GRID_C_R,9,2.422700000e-01,2.691888889e-02
2000,6804,FILL_FUNC,2,7.153380000e-01,3.576690000e-01
2000,6804,RAND,2,2.433060000e-01,1.216530000e-01
2000,6804,AXPBY,128,2.418325000e+00,1.889316406e-02
2000,6804,DOT_PRODUCT,109,1.783884000e+00,1.636590826e-02
2000,6804,APPLY_STENCIL,45,8.436480000e-01,1.874773333e-02
2000,6804,GRID,2,8.700300000e-02,4.350150000e-02
2000,6804,CG,1,1.951981000e+00,1.951981000e+00
2000,6804,GS_PRE_CON,21,2.638472000e+00,1.256415238e-01
2000,6804,PCG,1,5.203434000e+00,5.203434000e+00
2000,8165,GRID_C_R,9,2.905580000e-01,3.228422222e-02
2000,8165,FILL_FUNC,2,8.584510000e-01,4.292255000e-01
2000,8165,RAND,2,2.916030000e-01,1.458015000e-01
2000,8165,AXPBY,128,2.807013000e+00,2.192978906e-02
2000,8165,DOT_PRODUCT,109,2.104191000e+00,1.930450459e-02
2000,8165,APPLY_STENCIL,45,1.003110000e+00,2.229133333e-02
2000,8165,GRID,2,1.066420000e-01,5.332100000e-02
2000,8165,CG,1,2.307500000e+00,2.307500000e+00
2000,8165,GS_PRE_CON,21,3.165477000e+00,1.507370000e-01
2000,8165,PCG,1,6.143744000e+00,6.143744000e+00
2000,9798,GRID_C_R,9,3.463830000e-01,3.848700000e-02
2000,9798,FILL_FUNC,2,1.030633000e+00,5.153165000e-01
2000,9798,RAND,2,3.505630000e-01,1.752815000e-01
2000,9798,AXPBY,128,3.313408000e+00,2.588600000e-02
2000,9798,DOT_PRODUCT,109,2.435841000e+00,2.234716514e-02
2000,9798,APPLY_STENCIL,45,1.188124000e+00,2.640275556e-02
2000,9798,GRID,2,1.209870000e-01,6.049350000e-02
2000,9798,CG,1,2.730617000e+00,2.730617000e+00
2000,9798,GS_PRE_CON,21,3.799435000e+00,1.809254762e-01
2000,9798,PCG,1,7.264506000e+00,7.264506000e+00
2000,11758,GRID_C_R,9,4.203400000e-01,4.670444444e-02
2000,11758,FILL_FUNC,2,1.237836000e+00,6.189180000e-01
2000,11758,RAND,2,4.215680000e-01,2.107840000e-01
2000,11758,AXPBY,128,4.178912000e+00,3.264775000e-02
2000,11758,DOT_PRODUCT,109,3.035733000e+00,2.785076147e-02
2000,11758,APPLY_STENCIL,45,1.463383000e+00,3.251962222e-02
2000,11758,GRID,2,1.575340000e-01,7.876700000e-02
2000,11758,CG,1,3.538976000e+00,3.538976000e+00
2000,11758,GS_PRE_CON,21,4.572466000e+00,2.177364762e-01
2000,11758,PCG,1,8.807760000e+00,8.807760000e+00
2000,14109,GRID_C_R,9,4.192340000e-01,4.658155556e-02
2000,14109,FILL_FUNC,2,1.480310000e+00,7.401550000e-01
2000,14109,RAND,2,5.047600000e-01,2.523800000e-01
2000,14109,AXPBY,128,4.603342000e+00,3.596360937e-02
2000,14109,DOT_PRODUCT,109,3.285842000e+00,3.014533945e-02
2000,14109,APPLY_STENCIL,45,1.625782000e+00,3.612848889e-02
2000,14109,GRID,2,1.317680000e-01,6.588400000e-02
2000,14109,CG,1,3.802262000e+00,3.802262000e+00
2000,14109,GS_PRE_CON,21,5.469967000e+00,2.604746190e-01
2000,14109,PCG,1,1.017553600e+01,1.017553600e+01
2000,16931,GRID_C_R,9,5.865390000e-01,6.517100000e-02
2000,16931,FILL_FUNC,2,1.779916000e+00,8.899580000e-01
2000,16931,RAND,2,6.049790000e-01,3.024895000e-01
2000,16931,AXPBY,128,5.662236000e+00,4.423621875e-02
2000,16931,DOT_PRODUCT,109,4.039425000e+00,3.705894495e-02
2000,16931,APPLY_STENCIL,45,1.999500000e+00,4.443333333e-02
2000,16931,GRID,2,1.980850000e-01,9.904250000e-02
2000,16931,CG,1,4.735466000e+00,4.735466000e+00
2000,16931,GS_PRE_CON,21,6.567915000e+00,3.127578571e-01
2000,16931,PCG,1,1.229248000e+01,1.229248000e+01
